基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
014452,天弘惠享一年定开债券发起,债券型-混合一级,15.35,天弘基金,1.0193,柴文婷,2022-08-24,None,None,None,None
005734,华夏沪港通恒生ETF联接C,指数型-股票,9.23,华夏基金,1.0192,李俊,2021-02-01,22.08%,-0.44,-22.86%,-20.52%
006516,浙商汇金短债A,债券型-中短债,14.44,浙商证券资管,1.0192,程嘉伟,2022-03-30,0.26%,5.97,9.42%,18.02%
007370,华安安嘉定开,债券型-长债,20.06,华安基金,1.0192,鲍越愚,2021-05-06,None,None,11.99%,None
007589,嘉实致元42个月定期债券,债券型-长债,80.32,嘉实基金,1.0192,王立芹,2020-12-28,0.22%,8.10,10.23%,None
007990,富国汇远三年定开债A,债券型-长债,102.30,富国基金,1.0192,朱梦娜,2019-11-26,0.16%,8.41,8.86%,None
010901,中欧生益稳健一年混合C,混合型-偏债,0.62,中欧基金,1.0192,黄华,2021-01-12,3.91%,-0.27,1.30%,None
017122,南方贤元一年持有债券C,债券型-混合二级,0.02,南方基金,1.0192,黄斌斌,2023-05-30,None,None,None,None
970104,华创证券创享一年持有债券B,债券型-混合二级,0.14,华创证券,1.0192,肖帅,2021-12-24,None,None,None,None
018360,国泰君安中证同业存单AAA指数7天持有,指数型-固收,2.05,上海国泰君安资管,1.0192,杜浩然,2023-09-12,None,None,None,None
019953,平安价值远见混合C,混合型-偏股,0.01,平安基金,1.0192,何杰,2024-02-06,None,None,None,None
019041,浦银安盛稳健富利180天持有债券A,债券型-混合二级,3.99,浦银安盛基金,1.0192,李羿,2023-11-07,None,None,None,None
014675,惠升和顺恒利3个月定开债券A,债券型-长债,40.35,惠升基金,1.0191,沈亚峰,2023-05-15,None,None,None,None
017265,招商瑞成1年持有期混合A,混合型-偏债,2.75,招商基金,1.0191,尹晓红,2023-07-31,None,None,None,None
019404,华夏中证全指运输ETF发起式联接A,指数型-股票,0.10,华夏基金,1.0191,华龙,2023-09-27,None,None,None,None
020064,西部利得科技创新混合A,混合型-偏股,0.06,西部利得基金,1.0191,陈蒙,2023-12-19,None,None,None,None
019809,华泰柏瑞鸿瑞60天持有期债券A,债券型-长债,0.09,华泰柏瑞基金,1.0191,郑青,2023-11-21,None,None,None,None
163409,兴全绿色投资混合(LOF),混合型-偏股,37.94,兴证全球基金,1.0190,邹欣,2017-06-29,18.68%,-0.95,-41.13%,30.46%
000373,华安中证细分医药ETF联接A,指数型-股票,0.36,华安基金,1.0190,苏卿云,2017-10-11,22.63%,-1.03,-52.25%,-18.28%
008807,鹏扬淳悦一年定开债发起式,债券型-长债,19.50,鹏扬基金,1.0190,焦翠,2023-06-28,None,None,9.84%,None
016124,汇泉安盈回报债券A,债券型-混合二级,0.07,汇泉基金,1.0190,杨宇,2023-09-22,None,None,None,None
016925,华夏鼎辉债券A,债券型-长债,34.32,华夏基金,1.0190,吴彬,2022-10-27,None,None,None,None
017756,国金中证同业存单AAA指数7天持有,指数型-固收,0.57,国金基金,1.0190,徐艳芳,2023-04-26,None,None,None,None
018684,汇泉安盈回报债券E,债券型-混合二级,0.10,汇泉基金,1.0190,杨宇,2023-09-22,None,None,None,None
018525,银河招益6个月持有混合A,混合型-偏债,1.96,银河基金,1.0190,魏璇,2024-01-24,None,None,None,None
019777,鹏扬消费量化选股混合A,混合型-偏股,0.32,鹏扬基金,1.0190,施红俊,2023-12-19,None,None,None,None
002301,兴业短债债券A,债券型-中短债,42.34,兴业基金,1.0189,刘禹含,2019-05-28,0.26%,5.36,8.90%,16.13%
009443,工银泰和39个月定开债券C,债券型-长债,0.00,工银瑞信基金,1.0189,王朔,2020-07-08,0.20%,5.49,7.92%,None
012408,广发恒昌一年持有混合A,混合型-偏债,8.94,广发基金,1.0189,张芊,2021-07-13,None,None,None,None
014983,华安中证银行ETF联接C,指数型-股票,0.12,华安基金,1.0189,苏卿云,2022-02-22,None,None,None,None
017554,尚正中证同业存单AAA指数7天持有,指数型-固收,0.15,尚正基金,1.0189,段吉华,2023-03-15,None,None,None,None
016651,汇丰晋信慧嘉债券A,债券型-混合二级,1.22,汇丰晋信基金,1.0189,蔡若林,2023-01-17,None,None,None,None
020777,天弘中债3-5年政策性金融债C,指数型-固收,0.00,天弘基金,1.0189,刘洋,2024-02-22,None,None,None,None
002109,博时裕丰纯债3个月定开债,债券型-长债,19.31,博时基金,1.0188,王帅,2022-01-24,None,None,10.83%,17.94%
009418,国投瑞银顺荣定开债券C,债券型-长债,0.00,国投瑞银基金,1.0188,李鸥,2023-07-27,0.16%,9.99,9.46%,None
012539,东方兴润债券A,债券型-混合二级,2.14,东方基金,1.0188,车日楠,2023-07-03,None,None,None,None
007885,国联中证500ETF联接A,指数型-股票,0.13,国联基金,1.0188,陈薪羽,2019-12-31,16.17%,-0.55,-20.42%,None
012540,东方兴润债券C,债券型-混合二级,0.60,东方基金,1.0188,车日楠,2023-07-03,None,None,None,None
013785,东方红优质甄选一年持有混合C,混合型-偏债,0.00,东方红资产管理,1.0188,王佳骏,2021-10-28,None,None,None,None
970082,东海证券海鑫尊利,债券型-混合一级,0.00,东海证券,1.0188,潘一菲,2024-02-06,None,None,None,None
016753,中信建投景信债券C,债券型-长债,0.00,中信建投基金,1.0188,杨龙龙,2023-11-27,None,None,None,None
018056,鹏扬淳泰一年定开债券发起式,债券型-长债,10.30,鹏扬基金,1.0188,焦翠,2023-11-08,None,None,None,None
020388,兴业稳福120天持有期债券C,债券型-长债,0.25,兴业基金,1.0188,刘禹含,2024-01-30,None,None,None,None
018773,南方惠享稳健添利债券C,债券型-混合二级,0.90,南方基金,1.0188,刘建岩,2023-10-24,None,None,None,None
160523,博时安丰18个月定开债C,债券型-长债,0.02,博时基金,1.0187,王帅,2022-09-09,0.71%,2.89,11.00%,22.29%
010927,大成元吉增利债券A,债券型-混合二级,9.56,大成基金,1.0187,王立,2021-08-17,None,None,None,None
016432,财通资管睿兴债券A,债券型-长债,10.23,财通资管,1.0187,李杰,2023-07-25,None,None,None,None
020117,南华丰元量化选股混合A,混合型-偏股,0.82,南华基金,1.0187,黄志钢,2024-01-23,None,None,None,None
009764,惠升和悦债券C,债券型-混合二级,0.00,惠升基金,1.0186,李刚,2022-11-14,3.26%,-0.92,-4.44%,None
010560,永赢稳健增利18个月持有混合A,混合型-偏债,1.08,永赢基金,1.0186,陶毅,2021-01-26,3.83%,-0.49,-1.08%,None
016714,长信均衡策略一年持有混合C,混合型-偏股,1.02,长信基金,1.0186,高远,2022-12-13,None,None,None,None
020153,华宝0-3年政金债指数A,指数型-固收,15.12,华宝基金,1.0186,徐锬,2024-01-18,None,None,None,None
019366,汇添富中证国新央企股东回报ETF联接C,指数型-股票,9.67,汇添富基金,1.0186,晏阳,2024-02-02,None,None,None,None
020044,东方红中债0-3年政金债指数A,指数型-固收,10.61,东方红资产管理,1.0186,高德勇,2023-12-22,None,None,None,None
519777,交银裕盈纯债债券C,债券型-长债,51.28,交银施罗德基金,1.0185,于海颖,2022-11-12,0.64%,1.78,8.14%,13.45%
675091,西部利得祥逸债券A,债券型-长债,13.61,西部利得基金,1.0185,易圣倩,2022-03-16,0.63%,5.82,16.23%,18.82%
006631,鑫元臻利A,债券型-长债,5.69,鑫元基金,1.0185,颜昕,2022-09-30,0.68%,2.80,10.54%,18.85%
013667,中加瑞鸿一年定开债发起,债券型-长债,15.32,中加基金,1.0185,李子家,2023-03-29,None,None,None,None
865048,光大阳光北斗星9个月持有债A,债券型-混合二级,1.44,上海光大证券资产管理,1.0185,张丁,2022-09-01,None,None,None,None
016657,汇丰晋信丰宁三个月定开债券C,债券型-长债,0.00,汇丰晋信基金,1.0185,蔡若林,2022-12-20,None,None,None,None
017569,华夏稳茂增益一年持有混合C,混合型-偏债,1.09,华夏基金,1.0185,宋洋,2023-04-03,None,None,None,None
018992,兴银长盈定开债C,债券型-长债,0.00,兴银基金管理,1.0185,洪木妹,2023-08-04,None,None,None,None
020154,华宝0-3年政金债指数C,指数型-固收,0.00,华宝基金,1.0185,徐锬,2024-01-18,None,None,None,None
019948,信澳稳鑫债券C,债券型-长债,0.86,信达澳亚基金,1.0185,周帅,2023-12-26,None,None,None,None
020045,东方红中债0-3年政金债指数C,指数型-固收,0.00,东方红资产管理,1.0185,高德勇,2023-12-22,None,None,None,None
020134,东方红60天持有纯债C,债券型-长债,2.59,东方红资产管理,1.0185,李燕,2023-12-12,None,None,None,None
004123,兴银长盈定开债A,债券型-长债,6.10,兴银基金管理,1.0184,陶国峰,2020-01-08,0.61%,5.13,14.62%,22.76%
519332,浦银安盛盛达纯债债券A,债券型-长债,95.01,浦银安盛基金,1.0184,章潇枫,2017-05-15,0.58%,2.35,8.86%,16.32%
006662,易方达安悦超短债A,债券型-中短债,57.21,易方达基金,1.0184,刘朝阳,2018-12-05,0.21%,5.31,8.10%,14.37%
014004,博时富璟纯债一年定开债,债券型-长债,63.21,博时基金,1.0184,李秋实,2024-05-20,None,None,None,None
014510,圆信永丰聚兴一年定开债发起,债券型-长债,17.30,圆信永丰基金,1.0184,刘莎莎,2022-06-28,None,None,None,None
015949,上银聚恒益一年定开债发起,债券型-长债,50.51,上银基金,1.0184,马小东,2023-12-01,None,None,None,None
019349,中信保诚瑞丰6个月混合A,混合型-偏债,0.75,中信保诚基金,1.0184,提云涛,2023-11-28,None,None,None,None
019756,东方红季鑫90天持有纯债C,债券型-长债,5.80,东方红资产管理,1.0184,徐觅,2023-12-08,None,None,None,None
005507,永赢丰利债券A,债券型-长债,30.09,永赢基金,1.0183,乔嘉麒,2018-01-29,0.77%,3.80,13.87%,20.06%
016425,广发集汇债券C,债券型-混合二级,0.23,广发基金,1.0183,姚秋,2022-11-08,None,None,None,None
011624,华夏卓享债券A,债券型-混合二级,0.46,华夏基金,1.0183,孙蕾,2023-03-21,None,None,None,None
019188,中银证券和瑞一年持有混合C,混合型-偏债,1.50,中银证券,1.0183,王文华,2023-12-04,None,None,None,None
007169,易方达中债1-3年国开债A,指数型-固收,44.08,易方达基金,1.0182,杨真,2020-11-28,0.63%,2.69,9.87%,17.62%
016864,华安招裕一年持有混合C,混合型-偏债,4.65,华安基金,1.0182,吴文明,2023-03-28,None,None,None,None
006664,易方达安悦超短债F,债券型-中短债,0.44,易方达基金,1.0181,刘朝阳,2018-12-05,0.21%,5.38,8.06%,14.22%
017025,天弘通享债券发起C,债券型-长债,0.05,天弘基金,1.0181,潘昱杉,2022-11-19,None,None,None,None
019285,平安惠旭纯债A,债券型-长债,30.05,平安基金,1.0181,李瑾懿,2023-11-28,None,None,None,None
018526,银河招益6个月持有混合C,混合型-偏债,0.15,银河基金,1.0181,魏璇,2024-01-24,None,None,None,None
019043,华夏鼎创债券A,债券型-长债,83.02,华夏基金,1.0181,吴彬,2023-10-18,None,None,None,None
160516,博时证券公司指数A,指数型-股票,5.36,博时基金,1.0180,赵云阳,2015-05-19,22.56%,-0.44,-23.26%,-12.41%
168103,九泰锐益混合(LOF)A,混合型-灵活,1.44,九泰基金,1.0180,刘开运,2016-08-11,22.02%,-1.01,-50.41%,5.49%
010449,广发恒悦债券A,债券型-混合二级,3.96,广发基金,1.0180,谭昌杰,2020-11-24,3.71%,-0.31,1.01%,None
004066,嘉实稳熙纯债债券,债券型-长债,20.51,嘉实基金,1.0180,崔思维,2017-07-06,0.79%,2.33,10.35%,16.58%
019810,华泰柏瑞鸿瑞60天持有期债券C,债券型-长债,0.58,华泰柏瑞基金,1.0180,郑青,2023-11-21,None,None,None,None
018896,易方达中证消费电子主题ETF联接发起式A,指数型-股票,0.12,易方达基金,1.0180,鲍杰,2023-10-17,None,None,None,None
008761,南方骏元中短利率债,债券型-中短债,25.03,南方基金,1.0180,黄斌斌,2020-02-27,0.73%,2.37,9.99%,None
005936,申万菱信安泰惠利纯债A,债券型-长债,49.52,申万菱信基金,1.0179,唐俊杰,2019-01-25,0.57%,3.37,10.61%,19.22%
007165,华夏中债1-3年政金债指数A,指数型-固收,53.87,华夏基金,1.0179,张海静,2021-01-27,0.68%,2.68,10.34%,17.28%
018678,中泰中证同业存单AAA指数7天持有,指数型-固收,1.47,中泰证券(上海)资管,1.0179,王瑞,2023-08-22,None,None,None,None
019705,鹏扬消费主题混合发起式A,混合型-偏股,0.11,鹏扬基金,1.0178,曹敏,2023-12-26,None,None,None,None
290003,泰信双息双利债券,债券型-混合二级,0.18,泰信基金,1.0177,郑宇光,2020-09-01,7.26%,0.15,8.04%,20.94%
002586,金鹰添利信用债债券A,债券型-混合一级,0.70,金鹰基金,1.0177,周雅雯,2022-07-07,5.15%,-0.22,1.18%,18.36%
007170,易方达中债1-3年国开债C,指数型-固收,0.40,易方达基金,1.0177,杨真,2020-11-28,0.63%,2.56,9.59%,17.09%
012826,工银聚宁9个月持有期混合A,混合型-偏债,6.92,工银瑞信基金,1.0177,景晓达,2021-08-27,None,None,None,None
012376,西部利得祥逸债券D,债券型-长债,0.53,西部利得基金,1.0177,易圣倩,2022-03-16,None,None,None,None
018717,工银瑞宁3个月定开债券C,债券型-长债,0.00,工银瑞信基金,1.0177,姚璐伟,2023-09-26,None,None,None,None
019381,景顺长城景盛双益债券C,债券型-混合二级,1.08,景顺长城基金,1.0177,邹立虎,2023-12-26,None,None,None,None
021014,信澳悦享利率债C,债券型-长债,0.00,信达澳亚基金,1.0177,赵琳婧,2024-03-13,None,None,None,None
007720,永赢元利债券C,债券型-长债,0.00,永赢基金,1.0176,牟琼屿,2020-02-28,0.69%,1.82,8.51%,None
013824,汇丰晋信慧悦混合,混合型-偏债,0.67,汇丰晋信基金,1.0176,李媛媛,2022-03-03,None,None,None,None
005393,南方卓利3个月定开债,债券型-长债,96.77,南方基金,1.0176,李璇,2023-08-04,0.79%,2.06,9.68%,16.74%
015996,汇安裕盈纯债债券C,债券型-长债,0.00,汇安基金,1.0176,张昆,2022-10-12,None,None,None,None
016957,招商安颐稳健债券A,债券型-混合二级,1.48,招商基金,1.0176,王娟娟,2023-08-30,None,None,None,None
018278,博时稳健增利债券C,债券型-混合二级,3.68,博时基金,1.0176,董阳阳,2023-10-20,None,None,None,None
018845,创金合信利辉利率债债券C,债券型-长债,0.00,创金合信基金,1.0176,孙霄宇,2023-07-19,None,None,None,None
019302,鹏华产业债债券C,债券型-混合一级,0.71,鹏华基金,1.0176,祝松,2023-09-18,None,None,None,None
019972,海富通产业优选混合A,混合型-偏股,2.21,海富通基金,1.0176,胡耀文,2023-12-25,None,None,None,None
004513,海富通沪深300指数增强A,指数型-股票,1.37,海富通基金,1.0175,朱斌全,2019-10-15,16.18%,-0.61,-23.05%,14.37%
006944,永赢悦利债券,债券型-长债,95.81,永赢基金,1.0175,吴玮,2020-12-03,0.76%,0.96,6.84%,12.51%
008951,鹏华尊裕一年定开债,债券型-长债,10.13,鹏华基金,1.0175,吴国杰,2022-07-01,0.60%,2.58,9.46%,None
011951,国寿安保安弘纯债一年定开债,债券型-长债,10.25,国寿安保基金,1.0175,黄力,2023-02-01,None,None,None,None
012010,富国泰享回报6个月持有混合A,混合型-偏债,3.03,富国基金,1.0175,俞晓斌,2021-06-17,None,None,1.67%,None
013189,嘉实稳健添利一年持有混合,混合型-偏债,6.61,嘉实基金,1.0175,胡永青,2021-09-13,None,None,None,None
013457,华夏鼎业三个月定开债券A,债券型-长债,25.94,华夏基金,1.0175,孙蕾,2024-03-04,None,None,None,None
015995,汇安裕盈纯债债券A,债券型-长债,3.10,汇安基金,1.0175,张昆,2022-10-12,None,None,None,None
017310,创金合信利泽纯债债券C,债券型-长债,30.08,创金合信基金,1.0175,王一兵,2022-12-05,None,None,None,None
018260,国联融誉双华6个月持有债券A,债券型-混合二级,1.44,国联基金,1.0175,潘巍,2023-08-23,None,None,None,None
020248,惠升中债7-10年政金债指数,指数型-固收,54.00,惠升基金,1.0175,沈亚峰,2024-03-13,None,None,None,None
016142,华安沣悦债券A,债券型-混合二级,1.93,华安基金,1.0174,吴文明,2022-08-23,None,None,None,None
016174,汇丰晋信策略优选混合A,混合型-偏股,2.42,汇丰晋信基金,1.0174,吴培文,2022-09-14,None,None,None,None
018394,富国稳健添利债券C,债券型-混合二级,0.87,富国基金,1.0174,刘兴旺,2023-05-30,None,None,None,None
020711,同泰恒兴纯债D,债券型-长债,0.50,同泰基金,1.0174,马毅,2024-02-22,None,None,None,None
019400,国泰君安安睿纯债债券,债券型-中短债,17.42,上海国泰君安资管,1.0174,朱莹,2023-12-05,None,None,None,None
010535,广发均衡增长混合C,混合型-偏债,6.57,广发基金,1.0173,洪志,2021-08-27,7.44%,-0.26,-1.39%,None
013183,浦银安盛医疗健康混合C,混合型-灵活,0.20,浦银安盛基金,1.0173,胡攸乔,2021-07-30,None,None,None,None
017736,融通明锐混合C,混合型-偏股,1.01,融通基金,1.0173,刘安坤,2024-06-21,None,None,None,None
018641,华安沣润债券C,债券型-混合二级,0.16,华安基金,1.0173,吴文明,2023-09-25,None,None,None,None
008495,景顺长城景泰添利一年定开债,债券型-长债,9.78,景顺长城基金,1.0172,赵天彤,2022-09-22,0.80%,2.02,9.64%,None
005431,上银聚增富定期开放债券,债券型-长债,3.81,上银基金,1.0172,高永,2017-12-27,None,None,6.63%,13.38%
003562,诺德成长精选C,混合型-灵活,0.00,诺德基金,1.0172,郝旭东,2017-02-24,10.62%,-1.24,-31.14%,-2.53%
012069,天弘安康颐享12个月持有A,混合型-偏债,8.39,天弘基金,1.0172,姜晓丽,2021-06-08,None,None,2.51%,None
014480,华夏鼎优债券A,债券型-长债,28.89,华夏基金,1.0172,张海静,2022-04-22,None,None,None,None
015437,太平安元债券A,债券型-混合二级,0.99,太平基金,1.0172,陈晓,2022-05-05,None,None,None,None
015268,招商瑞联1年持有混合A,混合型-偏债,0.62,招商基金,1.0172,李毅,2022-08-02,None,None,None,None
018165,宝盈中证同业存单AAA指数7天持有,指数型-固收,2.72,宝盈基金,1.0172,程逸飞,2023-11-15,None,None,None,None
016194,恒生前海恒悦纯债C,债券型-长债,0.00,恒生前海基金,1.0172,吕程,2023-05-19,None,None,None,None
018945,博时远见成长混合C,混合型-偏股,0.44,博时基金,1.0172,曾豪,2023-08-29,None,None,None,None
019130,天弘多元锐选一年持有混合A,混合型-偏债,2.29,天弘基金,1.0172,杜广,2023-09-26,None,None,None,None
519333,浦银安盛盛达纯债债券C,债券型-长债,0.00,浦银安盛基金,1.0171,章潇枫,2017-05-15,0.58%,1.64,7.54%,14.10%
014388,渤海汇金兴宸一年定开债券发起,债券型-长债,16.40,渤海汇金,1.0171,李杨,2022-06-14,None,None,None,None
018355,安信中证同业存单AAA指数7天持有,指数型-固收,6.39,安信基金,1.0171,任凭,2023-08-15,None,None,None,None
019752,海富通悦享一年持有期混合A,混合型-偏债,1.17,海富通基金,1.0171,江勇,2023-12-12,None,None,None,None
020354,农银瑞益一年持有混合A,混合型-偏债,1.53,农银汇理基金,1.0171,刘莎莎,2024-01-24,None,None,None,None
001415,中信保诚新锐混合A,混合型-灵活,0.07,中信保诚基金,1.0170,杨立春,2016-07-26,4.22%,-0.80,-5.57%,19.49%
013730,方正富邦稳恒3个月定开债,债券型-长债,7.09,方正富邦基金,1.0170,区德成,2021-12-07,None,None,None,None
